| TestCurrencyUnit                  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:38:14:38:29                   | test_factory_ofNumericCode_int                                                | test_factory_ofNumericCode_int()                                                                  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:320:17:320:46                 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:320:50:323:5                  |
| TestCurrencyUnit                  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:38:14:38:29                   | test_factory_ofNumericCode_String_tooLong                                     | test_factory_ofNumericCode_String_tooLong()                                                       | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:310:17:310:57                 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:310:61:317:5                  |
| TestCurrencyUnit                  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:38:14:38:29                   | test_factory_ofNumericCode_String_empty                                       | test_factory_ofNumericCode_String_empty()                                                         | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:300:17:300:55                 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:300:59:307:5                  |
| TestCurrencyUnit                  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:38:14:38:29                   | test_factory_ofNumericCode_String_negative                                    | test_factory_ofNumericCode_String_negative()                                                      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:295:17:295:58                 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:295:62:297:5                  |
| TestCurrencyUnit                  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:38:14:38:29                   | test_factory_ofNumericCode_String_unknownCurrency                             | test_factory_ofNumericCode_String_unknownCurrency()                                               | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:285:17:285:65                 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:285:69:292:5                  |
| TestCurrencyUnit                  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:38:14:38:29                   | test_factory_ofNumericCode_String_nullString                                  | test_factory_ofNumericCode_String_nullString()                                                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:280:17:280:60                 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:280:64:282:5                  |
| TestCurrencyUnit                  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:38:14:38:29                   | test_factory_ofNumericCode_String_1charNoPad                                  | test_factory_ofNumericCode_String_1charNoPad()                                                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:274:17:274:60                 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:274:64:277:5                  |
| TestCurrencyUnit                  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:38:14:38:29                   | test_factory_ofNumericCode_String_1char                                       | test_factory_ofNumericCode_String_1char()                                                         | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:268:17:268:55                 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:268:59:271:5                  |
| TestCurrencyUnit                  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:38:14:38:29                   | test_factory_ofNumericCode_String_2charNoPad                                  | test_factory_ofNumericCode_String_2charNoPad()                                                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:262:17:262:60                 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:262:64:265:5                  |
| TestCurrencyUnit                  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:38:14:38:29                   | test_factory_ofNumericCode_String_2char                                       | test_factory_ofNumericCode_String_2char()                                                         | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:256:17:256:55                 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:256:59:259:5                  |
| TestCurrencyUnit                  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:38:14:38:29                   | test_factory_ofNumericCode_String                                             | test_factory_ofNumericCode_String()                                                               | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:250:17:250:49                 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:250:53:253:5                  |
| TestCurrencyUnit                  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:38:14:38:29                   | test_factory_of_String_tooLong_unknown                                        | test_factory_of_String_tooLong_unknown()                                                          | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:245:17:245:54                 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:245:58:247:5                  |
| TestCurrencyUnit                  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:38:14:38:29                   | test_factory_of_String_tooShort_unknown                                       | test_factory_of_String_tooShort_unknown()                                                         | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:240:17:240:55                 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:240:59:242:5                  |
| TestCurrencyUnit                  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:38:14:38:29                   | test_factory_of_String_empty                                                  | test_factory_of_String_empty()                                                                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:235:17:235:44                 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:235:48:237:5                  |
| TestCurrencyUnit                  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:38:14:38:29                   | test_factory_of_String_unknownCurrency                                        | test_factory_of_String_unknownCurrency()                                                          | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:225:17:225:54                 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:225:58:232:5                  |
