| Consumer      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/Ansi.java:155:22:155:29              | apply            | apply(Ansi)        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/Ansi.java:156:14:156:18              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/Ansi.java:156:14:156:18              |
| WindowsAnsiProcessor                             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/io/WindowsAnsiProcessor.java:55:20:55:39                        | processDefaultBackgroundColor               | processDefaultBackgroundColor()                                                                                                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/io/WindowsAnsiProcessor.java:321:20:321:48                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/io/WindowsAnsiProcessor.java:321:71:325:5                       |
| WindowsAnsiProcessor                             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/io/WindowsAnsiProcessor.java:55:20:55:39                        | processDefaultTextColor                     | processDefaultTextColor()                                                                                                              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/io/WindowsAnsiProcessor.java:314:20:314:42                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/io/WindowsAnsiProcessor.java:314:65:318:5                       |
| WindowsAnsiProcessor                             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/io/WindowsAnsiProcessor.java:55:20:55:39                        | processSetBackgroundColorExt1               | processSetBackgroundColorExt1(int, int, int)                                                                                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/io/WindowsAnsiProcessor.java:308:20:308:48                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/io/WindowsAnsiProcessor.java:308:90:311:5                       |
| WindowsAnsiProcessor                             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/io/WindowsAnsiProcessor.java:55:20:55:39                        | processSetBackgroundColorExt0               | processSetBackgroundColorExt0(int)                                                                                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/io/WindowsAnsiProcessor.java:302:20:302:48                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/io/WindowsAnsiProcessor.java:302:87:305:5                       |
| WindowsAnsiProcessor                             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/io/WindowsAnsiProcessor.java:55:20:55:39                        | processSetBackgroundColor1                  | processSetBackgroundColor1(int, boolean)                                                                                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/io/WindowsAnsiProcessor.java:293:20:293:45                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/io/WindowsAnsiProcessor.java:293:93:299:5                       |
| WindowsAnsiProcessor                             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/io/WindowsAnsiProcessor.java:55:20:55:39                        | processSetForegroundColorExt1               | processSetForegroundColorExt1(int, int, int)                                                                                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/io/WindowsAnsiProcessor.java:287:20:287:48                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/io/WindowsAnsiProcessor.java:287:90:290:5                       |
| WindowsAnsiProcessor                             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/io/WindowsAnsiProcessor.java:55:20:55:39                        | processSetForegroundColorExt0               | processSetForegroundColorExt0(int)                                                                                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/io/WindowsAnsiProcessor.java:281:20:281:48                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/io/WindowsAnsiProcessor.java:281:87:284:5                       |
| WindowsAnsiProcessor                             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/io/WindowsAnsiProcessor.java:55:20:55:39                        | processSetForegroundColor1                  | processSetForegroundColor1(int, boolean)                                                                                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/io/WindowsAnsiProcessor.java:272:20:272:45                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/io/WindowsAnsiProcessor.java:272:93:278:5                       |
| WindowsAnsiProcessor                             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/io/WindowsAnsiProcessor.java:55:20:55:39                        | processCursorDownLine                       | processCursorDownLine(int)                                                                                                             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/io/WindowsAnsiProcessor.java:264:20:264:40                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/io/WindowsAnsiProcessor.java:264:72:269:5                       |
| WindowsAnsiProcessor                             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/io/WindowsAnsiProcessor.java:55:20:55:39                        | processCursorUpLine                         | processCursorUpLine(int)                                                                                                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/io/WindowsAnsiProcessor.java:256:20:256:38                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/io/WindowsAnsiProcessor.java:256:70:261:5                       |
| WindowsAnsiProcessor                             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/io/WindowsAnsiProcessor.java:55:20:55:39                        | processCursorToColumn                       | processCursorToColumn(int)                                                                                                             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/io/WindowsAnsiProcessor.java:249:20:249:40                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/io/WindowsAnsiProcessor.java:249:68:253:5                       |
| WindowsAnsiProcessor                             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/io/WindowsAnsiProcessor.java:55:20:55:39                        | processCursorTo                             | processCursorTo(int, int)                                                                                                              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/io/WindowsAnsiProcessor.java:241:20:241:34                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/io/WindowsAnsiProcessor.java:241:73:246:5                       |
| WindowsAnsiProcessor                             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/io/WindowsAnsiProcessor.java:55:20:55:39                        | processCursorUp                             | processCursorUp(int)                                                                                                                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/io/WindowsAnsiProcessor.java:234:20:234:34                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/io/WindowsAnsiProcessor.java:234:66:238:5                       |
| WindowsAnsiProcessor                             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/io/WindowsAnsiProcessor.java:55:20:55:39                        | processCursorDown                           | processCursorDown(int)                                                                                                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/io/WindowsAnsiProcessor.java:227:20:227:36                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/io/WindowsAnsiProcessor.java:227:68:231:5                       |
| WindowsAnsiProcessor                             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/io/WindowsAnsiProcessor.java:55:20:55:39                        | processCursorRight                          | processCursorRight(int)                                                                                                                | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/io/WindowsAnsiProcessor.java:220:20:220:37                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/io/WindowsAnsiProcessor.java:220:69:224:5                       |
| WindowsAnsiProcessor                             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/io/WindowsAnsiProcessor.java:55:20:55:39                        | processCursorLeft                           | processCursorLeft(int)                                                                                                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/io/WindowsAnsiProcessor.java:213:20:213:36                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/io/WindowsAnsiProcessor.java:213:68:217:5                       |
| WindowsAnsiProcessor                             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/io/WindowsAnsiProcessor.java:55:20:55:39                        | processEraseLine                            | processEraseLine(int)                                                                                                                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/io/WindowsAnsiProcessor.java:185:20:185:35                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/io/WindowsAnsiProcessor.java:185:73:210:5                       |
| WindowsAnsiProcessor                             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/io/WindowsAnsiProcessor.java:55:20:55:39                        | processEraseScreen                          | processEraseScreen(int)                                                                                                                | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/io/WindowsAnsiProcessor.java:153:20:153:37                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/io/WindowsAnsiProcessor.java:153:75:182:5                       |
| WindowsAnsiProcessor                             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/io/WindowsAnsiProcessor.java:55:20:55:39                        | WindowsAnsiProcessor1                       | WindowsAnsiProcessor1(OutputStream)                                                                                                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/io/WindowsAnsiProcessor.java:111:33:111:53                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/io/WindowsAnsiProcessor.java:111:91:113:5                       |
| WindowsAnsiProcessor                             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/io/WindowsAnsiProcessor.java:55:20:55:39                        | WindowsAnsiProcessor0                       | WindowsAnsiProcessor0(OutputStream, boolean)                                                                                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/io/WindowsAnsiProcessor.java:107:33:107:53                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/io/WindowsAnsiProcessor.java:107:107:109:5                      |
| WindowsAnsiProcessor                             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/io/WindowsAnsiProcessor.java:55:20:55:39                        | WindowsAnsiProcessor                        | WindowsAnsiProcessor(OutputStream, long)                                                                                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/io/WindowsAnsiProcessor.java:100:12:100:31                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/io/WindowsAnsiProcessor.java:100:83:105:5                       |
| WindowsAnsiProcessor                             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/io/WindowsAnsiProcessor.java:55:20:55:39                        | applyCursorPosition                         | applyCursorPosition()                                                                                                                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/io/WindowsAnsiProcessor.java:146:18:146:36                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/io/WindowsAnsiProcessor.java:146:59:150:5                       |
| WindowsAnsiProcessor                             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/io/WindowsAnsiProcessor.java:55:20:55:39                        | invertAttributeColors                       | invertAttributeColors(short)                                                                                                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/io/WindowsAnsiProcessor.java:136:19:136:39                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/io/WindowsAnsiProcessor.java:136:59:144:5                       |
| WindowsAnsiProcessor                             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/io/WindowsAnsiProcessor.java:55:20:55:39                        | applyAttribute                              | applyAttribute()                                                                                                                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/io/WindowsAnsiProcessor.java:125:18:125:31                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/io/WindowsAnsiProcessor.java:125:54:134:5                       |
| WindowsAnsiProcessor                             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/io/WindowsAnsiProcessor.java:55:20:55:39                        | getConsoleInfo                              | getConsoleInfo()                                                                                                                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/io/WindowsAnsiProcessor.java:115:18:115:31                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/io/WindowsAnsiProcessor.java:115:54:123:5                       |
| WindowsAnsiProcessor                             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/io/WindowsAnsiProcessor.java:55:20:55:39                        | <obinit>                                    | <obinit>()                                                                                                                             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/io/WindowsAnsiProcessor.java:55:20:55:39                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/io/WindowsAnsiProcessor.java:55:20:55:39                        |
| WindowsAnsiProcessor                             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/io/WindowsAnsiProcessor.java:55:20:55:39                        | <clinit>                                    | <clinit>()                                                                                                                             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/io/WindowsAnsiProcessor.java:55:20:55:39                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/io/WindowsAnsiProcessor.java:55:20:55:39                        |
| WindowsAnsiProcessor_ESTest                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/test/java/org/fusesource/jansi/io/WindowsAnsiProcessor_ESTest.java:35:14:35:40                 | test0                                       | test0()                                                                                                                                | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/test/java/org/fusesource/jansi/io/WindowsAnsiProcessor_ESTest.java:38:17:38:21                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/test/java/org/fusesource/jansi/io/WindowsAnsiProcessor_ESTest.java:38:42:50:5                  |
| WindowsAnsiProcessor_ESTest                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/test/java/org/fusesource/jansi/io/WindowsAnsiProcessor_ESTest.java:35:14:35:40                 | WindowsAnsiProcessor_ESTest                 | WindowsAnsiProcessor_ESTest()                                                                                                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/test/java/org/fusesource/jansi/io/WindowsAnsiProcessor_ESTest.java:35:14:35:40                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/test/java/org/fusesource/jansi/io/WindowsAnsiProcessor_ESTest.java:35:14:35:40                 |
| WindowsAnsiProcessor_ESTest_scaffolding          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/test/java/org/fusesource/jansi/io/WindowsAnsiProcessor_ESTest_scaffolding.java:26:14:26:52     | setSystemProperties                         | setSystemProperties()                                                                                                                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/test/java/org/fusesource/jansi/io/WindowsAnsiProcessor_ESTest_scaffolding.java:82:24:82:42     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/test/java/org/fusesource/jansi/io/WindowsAnsiProcessor_ESTest_scaffolding.java:82:46:88:5      |
| WindowsAnsiProcessor_ESTest_scaffolding          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/test/java/org/fusesource/jansi/io/WindowsAnsiProcessor_ESTest_scaffolding.java:26:14:26:52     | doneWithTestCase                            | doneWithTestCase()                                                                                                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/test/java/org/fusesource/jansi/io/WindowsAnsiProcessor_ESTest_scaffolding.java:72:17:72:32     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/test/java/org/fusesource/jansi/io/WindowsAnsiProcessor_ESTest_scaffolding.java:72:36:80:5      |
| WindowsAnsiProcessor_ESTest_scaffolding          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/test/java/org/fusesource/jansi/io/WindowsAnsiProcessor_ESTest_scaffolding.java:26:14:26:52     | initTestCase                                | initTestCase()                                                                                                                         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/test/java/org/fusesource/jansi/io/WindowsAnsiProcessor_ESTest_scaffolding.java:60:17:60:28     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/test/java/org/fusesource/jansi/io/WindowsAnsiProcessor_ESTest_scaffolding.java:60:32:69:5      |
| WindowsAnsiProcessor_ESTest_scaffolding          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/test/java/org/fusesource/jansi/io/WindowsAnsiProcessor_ESTest_scaffolding.java:26:14:26:52     | clearEvoSuiteFramework                      | clearEvoSuiteFramework()                                                                                                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/test/java/org/fusesource/jansi/io/WindowsAnsiProcessor_ESTest_scaffolding.java:54:24:54:45     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/test/java/org/fusesource/jansi/io/WindowsAnsiProcessor_ESTest_scaffolding.java:54:49:57:5      |
| WindowsAnsiProcessor_ESTest_scaffolding          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/test/java/org/fusesource/jansi/io/WindowsAnsiProcessor_ESTest_scaffolding.java:26:14:26:52     | initEvoSuiteFramework                       | initEvoSuiteFramework()                                                                                                                | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/test/java/org/fusesource/jansi/io/WindowsAnsiProcessor_ESTest_scaffolding.java:39:24:39:44     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/test/java/org/fusesource/jansi/io/WindowsAnsiProcessor_ESTest_scaffolding.java:39:48:51:5      |
| WindowsAnsiProcessor_ESTest_scaffolding          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/test/java/org/fusesource/jansi/io/WindowsAnsiProcessor_ESTest_scaffolding.java:26:14:26:52     | WindowsAnsiProcessor_ESTest_scaffolding     | WindowsAnsiProcessor_ESTest_scaffolding()                                                                                              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/test/java/org/fusesource/jansi/io/WindowsAnsiProcessor_ESTest_scaffolding.java:26:14:26:52     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/test/java/org/fusesource/jansi/io/WindowsAnsiProcessor_ESTest_scaffolding.java:26:14:26:52     |
| WindowsAnsiProcessor_ESTest_scaffolding          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/test/java/org/fusesource/jansi/io/WindowsAnsiProcessor_ESTest_scaffolding.java:26:14:26:52     | resetClasses                                | resetClasses()                                                                                                                         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/test/java/org/fusesource/jansi/io/WindowsAnsiProcessor_ESTest_scaffolding.java:101:25:101:36   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/test/java/org/fusesource/jansi/io/WindowsAnsiProcessor_ESTest_scaffolding.java:101:40:113:5    |
| WindowsAnsiProcessor_ESTest_scaffolding          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/test/java/org/fusesource/jansi/io/WindowsAnsiProcessor_ESTest_scaffolding.java:26:14:26:52     | initializeClasses                           | initializeClasses()                                                                                                                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/test/java/org/fusesource/jansi/io/WindowsAnsiProcessor_ESTest_scaffolding.java:90:25:90:41     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/test/java/org/fusesource/jansi/io/WindowsAnsiProcessor_ESTest_scaffolding.java:90:45:99:5      |
| WindowsAnsiProcessor_ESTest_scaffolding          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/test/java/org/fusesource/jansi/io/WindowsAnsiProcessor_ESTest_scaffolding.java:26:14:26:52     | <obinit>                                    | <obinit>()                                                                                                                             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/test/java/org/fusesource/jansi/io/WindowsAnsiProcessor_ESTest_scaffolding.java:26:14:26:52     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/test/java/org/fusesource/jansi/io/WindowsAnsiProcessor_ESTest_scaffolding.java:26:14:26:52     |
| WindowsAnsiProcessor_ESTest_scaffolding          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/test/java/org/fusesource/jansi/io/WindowsAnsiProcessor_ESTest_scaffolding.java:26:14:26:52     | <clinit>                                    | <clinit>()                                                                                                                             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/test/java/org/fusesource/jansi/io/WindowsAnsiProcessor_ESTest_scaffolding.java:26:14:26:52     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/test/java/org/fusesource/jansi/io/WindowsAnsiProcessor_ESTest_scaffolding.java:26:14:26:52     |
| new Callable<Boolean>(...) { ... }               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/Ansi.java:161:49:161:82                                         | call                                        | call()                                                                                                                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/Ansi.java:161:49:161:82                                         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/Ansi.java:161:55:161:82                                         |
| new InheritableThreadLocal<Boolean>(...) { ... } | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/Ansi.java:176:71:176:101                                        | initialValue                                | initialValue()                                                                                                                         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/Ansi.java:178:27:178:38                                         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/Ansi.java:178:42:180:9                                          |
| new InheritableThreadLocal<Boolean>(...) { ... } | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/Ansi.java:176:71:176:101                                        |                                             | ()                                                                                                                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/Ansi.java:176:71:176:101                                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/jansi/src/main/java/org/fusesource/jansi/Ansi.java:176:71:176:101                                        |
