| MooringPosition                                                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/BerthingData.java:188:17:188:31                             | BerthingData                           |
| new Supplier<SolasEquipmentStatus>(...) { ... }                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/ExtendedShipStaticAndVoyageRelatedData.java:53:141:53:242   | ExtendedShipStaticAndVoyageRelatedData |
| new Supplier<SolasEquipmentStatus>(...) { ... }                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/ExtendedShipStaticAndVoyageRelatedData.java:57:32:57:78     | ExtendedShipStaticAndVoyageRelatedData |
| new Supplier<SolasEquipmentStatus>(...) { ... }                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/ExtendedShipStaticAndVoyageRelatedData.java:57:161:57:262   | ExtendedShipStaticAndVoyageRelatedData |
| new Supplier<SolasEquipmentStatus>(...) { ... }                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/ExtendedShipStaticAndVoyageRelatedData.java:61:32:61:78     | ExtendedShipStaticAndVoyageRelatedData |
| new Supplier<SolasEquipmentStatus>(...) { ... }                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/ExtendedShipStaticAndVoyageRelatedData.java:61:161:61:262   | ExtendedShipStaticAndVoyageRelatedData |
| new Supplier<SolasEquipmentStatus>(...) { ... }                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/ExtendedShipStaticAndVoyageRelatedData.java:65:32:65:73     | ExtendedShipStaticAndVoyageRelatedData |
| new Supplier<SolasEquipmentStatus>(...) { ... }                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/ExtendedShipStaticAndVoyageRelatedData.java:65:151:65:252   | ExtendedShipStaticAndVoyageRelatedData |
| new Supplier<SolasEquipmentStatus>(...) { ... }                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/ExtendedShipStaticAndVoyageRelatedData.java:69:32:69:68     | ExtendedShipStaticAndVoyageRelatedData |
| new Supplier<SolasEquipmentStatus>(...) { ... }                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/ExtendedShipStaticAndVoyageRelatedData.java:69:141:69:242   | ExtendedShipStaticAndVoyageRelatedData |
| new Supplier<SolasEquipmentStatus>(...) { ... }                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/ExtendedShipStaticAndVoyageRelatedData.java:73:32:73:61     | ExtendedShipStaticAndVoyageRelatedData |
| new Supplier<SolasEquipmentStatus>(...) { ... }                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/ExtendedShipStaticAndVoyageRelatedData.java:73:127:73:228   | ExtendedShipStaticAndVoyageRelatedData |
| new Supplier<SolasEquipmentStatus>(...) { ... }                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/ExtendedShipStaticAndVoyageRelatedData.java:77:32:77:72     | ExtendedShipStaticAndVoyageRelatedData |
| new Supplier<SolasEquipmentStatus>(...) { ... }                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/ExtendedShipStaticAndVoyageRelatedData.java:77:149:77:250   | ExtendedShipStaticAndVoyageRelatedData |
| new Supplier<SolasEquipmentStatus>(...) { ... }                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/ExtendedShipStaticAndVoyageRelatedData.java:81:32:81:63     | ExtendedShipStaticAndVoyageRelatedData |
| new Supplier<SolasEquipmentStatus>(...) { ... }                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/ExtendedShipStaticAndVoyageRelatedData.java:81:131:81:232   | ExtendedShipStaticAndVoyageRelatedData |
| new Supplier<SolasEquipmentStatus>(...) { ... }                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/ExtendedShipStaticAndVoyageRelatedData.java:85:32:85:66     | ExtendedShipStaticAndVoyageRelatedData |
| new Supplier<SolasEquipmentStatus>(...) { ... }                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/ExtendedShipStaticAndVoyageRelatedData.java:85:137:85:238   | ExtendedShipStaticAndVoyageRelatedData |
| new Supplier<SolasEquipmentStatus>(...) { ... }                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/ExtendedShipStaticAndVoyageRelatedData.java:89:32:89:67     | ExtendedShipStaticAndVoyageRelatedData |
| new Supplier<SolasEquipmentStatus>(...) { ... }                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/ExtendedShipStaticAndVoyageRelatedData.java:89:139:89:240   | ExtendedShipStaticAndVoyageRelatedData |
| new Supplier<SolasEquipmentStatus>(...) { ... }                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/ExtendedShipStaticAndVoyageRelatedData.java:93:32:93:67     | ExtendedShipStaticAndVoyageRelatedData |
| new Supplier<SolasEquipmentStatus>(...) { ... }                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/ExtendedShipStaticAndVoyageRelatedData.java:93:139:93:240   | ExtendedShipStaticAndVoyageRelatedData |
| new Supplier<SolasEquipmentStatus>(...) { ... }                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/ExtendedShipStaticAndVoyageRelatedData.java:97:32:97:64     | ExtendedShipStaticAndVoyageRelatedData |
| new Supplier<SolasEquipmentStatus>(...) { ... }                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/ExtendedShipStaticAndVoyageRelatedData.java:97:133:97:234   | ExtendedShipStaticAndVoyageRelatedData |
| new Supplier<SolasEquipmentStatus>(...) { ... }                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/ExtendedShipStaticAndVoyageRelatedData.java:101:32:101:70   | ExtendedShipStaticAndVoyageRelatedData |
| new Supplier<SolasEquipmentStatus>(...) { ... }                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/ExtendedShipStaticAndVoyageRelatedData.java:101:145:101:246 | ExtendedShipStaticAndVoyageRelatedData |
| new Supplier<SolasEquipmentStatus>(...) { ... }                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/ExtendedShipStaticAndVoyageRelatedData.java:105:32:105:64   | ExtendedShipStaticAndVoyageRelatedData |
| new Supplier<SolasEquipmentStatus>(...) { ... }                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/ExtendedShipStaticAndVoyageRelatedData.java:105:133:105:234 | ExtendedShipStaticAndVoyageRelatedData |
| new Supplier<SolasEquipmentStatus>(...) { ... }                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/ExtendedShipStaticAndVoyageRelatedData.java:109:32:109:65   | ExtendedShipStaticAndVoyageRelatedData |
| new Supplier<SolasEquipmentStatus>(...) { ... }                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/ExtendedShipStaticAndVoyageRelatedData.java:109:135:109:236 | ExtendedShipStaticAndVoyageRelatedData |
| new Supplier<SolasEquipmentStatus>(...) { ... }                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/ExtendedShipStaticAndVoyageRelatedData.java:113:32:113:75   | ExtendedShipStaticAndVoyageRelatedData |
| new Supplier<SolasEquipmentStatus>(...) { ... }                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/ExtendedShipStaticAndVoyageRelatedData.java:113:155:113:256 | ExtendedShipStaticAndVoyageRelatedData |
| new Supplier<SolasEquipmentStatus>(...) { ... }                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/ExtendedShipStaticAndVoyageRelatedData.java:117:32:117:77   | ExtendedShipStaticAndVoyageRelatedData |
