| MooringPosition                                                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/BerthingData.java:188:17:188:31                             | BerthingData                           |
| new Consumer<Integer>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/InlandShipStaticAndVoyageRelatedData.java:49:67:49:110      | InlandShipStaticAndVoyageRelatedData   |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/AISMessage.java:171:89:171:106                                  | AISMessage                             |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/AISMessage.java:176:79:176:96                                   | AISMessage                             |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/AddressedBinaryMessage.java:82:83:82:100                        | AddressedBinaryMessage                 |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/AddressedBinaryMessage.java:87:85:87:102                        | AddressedBinaryMessage                 |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/AddressedBinaryMessage.java:92:32:92:47                         | AddressedBinaryMessage                 |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/AddressedBinaryMessage.java:92:75:92:92                         | AddressedBinaryMessage                 |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/AddressedBinaryMessage.java:92:95:92:138                        | AddressedBinaryMessage                 |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/AddressedBinaryMessage.java:97:65:97:82                         | AddressedBinaryMessage                 |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/AddressedBinaryMessage.java:102:91:102:108                      | AddressedBinaryMessage                 |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/AddressedBinaryMessage.java:107:79:107:96                       | AddressedBinaryMessage                 |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/AddressedBinaryMessage.java:112:90:112:107                      | AddressedBinaryMessage                 |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/AddressedSafetyRelatedMessage.java:65:85:65:102                 | AddressedSafetyRelatedMessage          |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/AddressedSafetyRelatedMessage.java:70:89:70:106                 | AddressedSafetyRelatedMessage          |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/AddressedSafetyRelatedMessage.java:75:32:75:47                  | AddressedSafetyRelatedMessage          |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/AddressedSafetyRelatedMessage.java:75:79:75:96                  | AddressedSafetyRelatedMessage          |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/AddressedSafetyRelatedMessage.java:75:99:75:142                 | AddressedSafetyRelatedMessage          |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/AddressedSafetyRelatedMessage.java:80:69:80:86                  | AddressedSafetyRelatedMessage          |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/AddressedSafetyRelatedMessage.java:85:67:85:84                  | AddressedSafetyRelatedMessage          |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/AidToNavigationReport.java:72:73:72:90                          | AidToNavigationReport                  |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/AidToNavigationReport.java:77:67:77:84                          | AidToNavigationReport                  |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/AidToNavigationReport.java:82:32:82:53                          | AidToNavigationReport                  |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/AidToNavigationReport.java:82:91:82:108                         | AidToNavigationReport                  |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/AidToNavigationReport.java:82:111:82:156                        | AidToNavigationReport                  |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/AidToNavigationReport.java:87:75:87:92                          | AidToNavigationReport                  |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/AidToNavigationReport.java:92:77:92:94                          | AidToNavigationReport                  |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/AidToNavigationReport.java:97:69:97:86                          | AidToNavigationReport                  |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/AidToNavigationReport.java:102:73:102:90                        | AidToNavigationReport                  |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/AidToNavigationReport.java:107:81:107:98                        | AidToNavigationReport                  |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/AidToNavigationReport.java:112:71:112:88                        | AidToNavigationReport                  |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/AidToNavigationReport.java:117:99:117:116                       | AidToNavigationReport                  |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/AidToNavigationReport.java:122:71:122:88                        | AidToNavigationReport                  |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/AidToNavigationReport.java:127:32:127:48                        | AidToNavigationReport                  |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/AidToNavigationReport.java:127:81:127:98                        | AidToNavigationReport                  |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/AidToNavigationReport.java:127:101:127:146                      | AidToNavigationReport                  |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/AidToNavigationReport.java:132:81:132:98                        | AidToNavigationReport                  |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/AidToNavigationReport.java:137:32:137:45                        | AidToNavigationReport                  |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/AidToNavigationReport.java:137:75:137:92                        | AidToNavigationReport                  |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/AidToNavigationReport.java:137:95:137:140                       | AidToNavigationReport                  |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/AidToNavigationReport.java:142:32:142:47                        | AidToNavigationReport                  |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/AidToNavigationReport.java:142:79:142:96                        | AidToNavigationReport                  |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/AidToNavigationReport.java:142:99:142:144                       | AidToNavigationReport                  |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/AidToNavigationReport.java:147:32:147:49                        | AidToNavigationReport                  |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/AidToNavigationReport.java:147:83:147:100                       | AidToNavigationReport                  |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/AidToNavigationReport.java:147:103:147:148                      | AidToNavigationReport                  |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/AidToNavigationReport.java:152:71:152:88                        | AidToNavigationReport                  |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/AidToNavigationReport.java:157:78:157:106                       | AidToNavigationReport                  |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/AidToNavigationReport.java:168:64:168:93                        | AidToNavigationReport                  |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/AssignedModeCommand.java:78:91:78:108                           | AssignedModeCommand                    |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/BaseStationReport.java:72:67:72:84                              | BaseStationReport                      |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/BaseStationReport.java:77:69:77:86                              | BaseStationReport                      |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/AssignedModeCommand.java:83:73:83:90                            | AssignedModeCommand                    |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/AssignedModeCommand.java:88:79:88:96                            | AssignedModeCommand                    |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/AssignedModeCommand.java:93:91:93:120                           | AssignedModeCommand                    |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/AssignedModeCommand.java:98:73:98:102                           | AssignedModeCommand                    |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/AssignedModeCommand.java:103:79:103:108                         | AssignedModeCommand                    |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/BaseStationReport.java:82:65:82:82                              | BaseStationReport                      |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/BaseStationReport.java:87:67:87:84                              | BaseStationReport                      |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/BaseStationReport.java:92:71:92:88                              | BaseStationReport                      |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/BaseStationReport.java:97:71:97:88                              | BaseStationReport                      |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/BaseStationReport.java:102:32:102:53                            | BaseStationReport                      |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/BaseStationReport.java:102:91:102:108                           | BaseStationReport                      |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/BaseStationReport.java:102:111:102:154                          | BaseStationReport                      |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/BaseStationReport.java:107:75:107:92                            | BaseStationReport                      |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/BaseStationReport.java:112:77:112:94                            | BaseStationReport                      |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/BaseStationReport.java:117:99:117:116                           | BaseStationReport                      |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/BaseStationReport.java:122:32:122:45                            | BaseStationReport                      |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/BaseStationReport.java:122:75:122:92                            | BaseStationReport                      |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/BaseStationReport.java:122:95:122:140                           | BaseStationReport                      |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/BaseStationReport.java:127:110:127:127                          | BaseStationReport                      |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/BinaryAcknowledge.java:72:69:72:86                              | BinaryAcknowledge                      |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/BinaryAcknowledge.java:77:69:77:86                              | BinaryAcknowledge                      |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/BinaryAcknowledge.java:82:77:82:94                              | BinaryAcknowledge                      |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/BinaryAcknowledge.java:87:69:87:96                              | BinaryAcknowledge                      |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/BinaryAcknowledge.java:92:77:92:104                             | BinaryAcknowledge                      |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/BinaryBroadcastMessage.java:79:65:79:82                         | BinaryBroadcastMessage                 |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/BinaryAcknowledge.java:97:69:97:97                              | BinaryAcknowledge                      |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/BinaryAcknowledge.java:102:77:102:105                           | BinaryAcknowledge                      |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/BinaryAcknowledge.java:107:69:107:97                            | BinaryAcknowledge                      |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/BinaryAcknowledge.java:112:77:112:105                           | BinaryAcknowledge                      |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/BinaryBroadcastMessage.java:84:95:84:112                        | BinaryBroadcastMessage                 |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/BinaryBroadcastMessage.java:89:83:89:100                        | BinaryBroadcastMessage                 |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/BinaryBroadcastMessage.java:94:94:94:111                        | BinaryBroadcastMessage                 |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/BinaryMessageMultipleSlot.java:46:32:46:46                      | BinaryMessageMultipleSlot              |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/BinaryMessageMultipleSlot.java:46:77:46:94                      | BinaryMessageMultipleSlot              |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/BinaryMessageMultipleSlot.java:46:97:46:140                     | BinaryMessageMultipleSlot              |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/BinaryMessageMultipleSlot.java:51:32:51:47                      | BinaryMessageMultipleSlot              |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/BinaryMessageMultipleSlot.java:51:79:51:96                      | BinaryMessageMultipleSlot              |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/BinaryMessageMultipleSlot.java:51:99:51:142                     | BinaryMessageMultipleSlot              |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/BinaryMessageMultipleSlot.java:56:89:56:106                     | BinaryMessageMultipleSlot              |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/BinaryMessageMultipleSlot.java:61:85:61:102                     | BinaryMessageMultipleSlot              |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/BinaryMessageMultipleSlot.java:66:67:66:84                      | BinaryMessageMultipleSlot              |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/BinaryMessageSingleSlot.java:64:32:64:57                        | BinaryMessageSingleSlot                |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/BinaryMessageSingleSlot.java:64:99:64:116                       | BinaryMessageSingleSlot                |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/BinaryMessageSingleSlot.java:64:119:64:162                      | BinaryMessageSingleSlot                |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/BinaryMessageSingleSlot.java:69:32:69:51                        | BinaryMessageSingleSlot                |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/BinaryMessageSingleSlot.java:69:87:69:104                       | BinaryMessageSingleSlot                |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/BinaryMessageSingleSlot.java:69:107:69:150                      | BinaryMessageSingleSlot                |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/BinaryMessageSingleSlot.java:74:89:74:106                       | BinaryMessageSingleSlot                |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/BinaryMessageSingleSlot.java:79:79:79:96                        | BinaryMessageSingleSlot                |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/ChannelManagement.java:66:75:66:92                              | ChannelManagement                      |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/ChannelManagement.java:71:75:71:92                              | ChannelManagement                      |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/ChannelManagement.java:76:97:76:114                             | ChannelManagement                      |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/ChannelManagement.java:81:32:81:42                              | ChannelManagement                      |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/ChannelManagement.java:81:69:81:86                              | ChannelManagement                      |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/ChannelManagement.java:81:89:81:132                             | ChannelManagement                      |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/ChannelManagement.java:86:95:86:115                             | ChannelManagement                      |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/ChannelManagement.java:91:93:91:113                             | ChannelManagement                      |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/ChannelManagement.java:96:95:96:115                             | ChannelManagement                      |
| new Supplier<Boolean>(...) { ... }                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/ChannelManagement.java:101:93:101:113                           | ChannelManagement                      |
